,id,smiles,value_type,value,units
11282,CHEMBL3114350,O=C(NC1CCCCCC1)c1cccn(Cc2ccc(Cl)cc2)c1=O,Ki,4.2,nM
11285,CHEMBL522553,Cn1nnc([C@@H](NC(=O)n2c(=O)n(CCN3CCOCC3)c3ccccc32)C(C)(C)C)n1,Ki,5.0,nM
11286,CHEMBL494986,CC(C)(C)[C@@H](C#N)NC(=O)n1c(=O)n(CCN2CCOCC2)c2ccccc21,Ki,5.0,nM
11287,CHEMBL494207,CNC(=O)[C@@H](NC(=O)n1c(=O)n(CCN2CCOCC2)c2ccccc21)C(C)(C)C,Ki,20.0,nM
11288,CHEMBL495407,O=C(NC1CCOc2ccccc21)n1c(=O)n(CCN2CCOCC2)c2ccccc21,Ki,74.0,nM
11289,CHEMBL219027,CCCCCn1cc(C(=O)c2cccc3ccccc23)cc1-c1ccc(Cl)cc1,Ki,25.0,nM
11291,CHEMBL232328,CSC(=S)N1CC2(CCCCC2)CS/C1=N\c1cccc2ccccc12,Ki,6.0,nM
11292,CHEMBL511790,CSC(=S)N1CC2(CCCCC2)CO/C1=N\c1nc(C(C)(C)C)cs1,Ki,1.0,nM
11293,CHEMBL519635,CSC(=S)N1CC2(CCCCC2)CO/C1=N\c1ccc([N+](=O)[O-])c2ccccc12,Ki,2.4,nM
11294,CHEMBL480579,CSC(=S)N1CC2(CCCCC2)CO/C1=N\c1ccc(Cl)c2c1CCCC2,Ki,5.8,nM
11304,CHEMBL116784,CC1=CC[C@@H]2[C@@H](C1)c1c(O)cc(C(=O)c3ccccc3)cc1OC2(C)C,Ki,23.6,nM
11313,CHEMBL513651,CC(C)c1cc(Nc2ccc(C#N)c(Cl)c2)ncc1C(=O)NCC1CCOCC1,EC50,79.43,nM
11315,CHEMBL465470,CC(C)(C)c1cc(Nc2ccc(Cl)cc2Cl)ncc1C(=O)NCC1CCOCC1,EC50,12.59,nM
11332,CHEMBL3647313,CC(C)Cn1cc(C(C)(C)C)s/c1=N\C(=O)c1cc(C(F)(F)F)ccc1OC[C@@H]1CCN1,Ki,44.0,nM
11334,CHEMBL389408,O=C(NCC1CCOCC1)c1cnc(Nc2ccc(Cl)c(Cl)c2)nc1C(F)(F)F,EC50,49.0,nM
11336,CHEMBL225357,O=C(NCC1CCOCC1)c1cnc(Nc2cccc(Cl)c2Cl)nc1C(F)(F)F,EC50,80.0,nM
11347,CHEMBL3647302,CC(C)Cn1cc(C(C)(C)C)s/c1=N\C(=O)c1cc(C(F)(F)F)ccc1OCc1ccco1,Ki,7.4,nM
11350,CHEMBL3686301,CC(C)(C)c1cn(C[C@H]2CCCO2)/c(=N/C(=O)c2cc(C(F)(F)F)ccc2OCc2cnco2)s1,Ki,26.0,nM
11354,CHEMBL3953330,CCc1c(C(=O)Nc2ccc3ccccc3c2)cc(C)n1-c1ccccc1,Ki,57.0,nM
11357,CHEMBL3416122,CC1(C)Oc2cc([C@]34CC5CC(C[C@@](C#N)(C5)C3)C4)cc(O)c2[C@@H]2C[C@H](O)CC[C@H]21,Ki,4.2,nM
11370,CHEMBL1807842,Cc1c(CCN2CCOCC2)c2cc(O[11CH3])ccc2n1C(=O)c1cccc(Cl)c1Cl,Ki,35.0,nM
11374,CHEMBL2112287,COc1cccc2c(C(=O)N[C@@H]3C4(C)CCC(C4)C3(C)C)cn(CCN3CCOCC3)c12,Ki,13.0,nM
11389,CHEMBL247817,Cc1c(C(C)(C)C)s/c(=N\C(=O)c2cccc(Cl)c2)n1CC1CC1,IC50,20.0,nM
11403,CHEMBL63561,COc1ccccc1Cn1ccc2c(c1=O)c1cccc(OC)c1n2CCN1CCOCC1,Ki,67.0,nM
11413,CHEMBL3233405,CCCCCc1ccc2c(c1)OC(C)(C)[C@@H]1CC=C(C)C[C@@H]21,Ki,32.0,nM
11418,CHEMBL2205590,COC1CN(C(=O)c2c(NC(=O)c3c(F)cccc3C(F)(F)F)sc3c2CCOC3)C1,EC50,24.0,nM
11419,CHEMBL2205617,O=C(Nc1sc2c(c1C(=O)N1CCCCC1)CCOC2)c1c(F)cccc1C(F)(F)F,EC50,14.0,nM
11422,CHEMBL75326,Cc1c(CCN2CCOCC2)c2ccccc2n1C(=O)c1cccc(Cl)c1Cl,Ki,27.0,nM
11430,CHEMBL3354406,N#Cc1ccccc1CSc1nnc2c3ccccc3n(C(=O)c3ccco3)c2n1,EC50,46.0,nM
11449,CHEMBL1215900,CCCCCn1cc(C(=O)NC23CC4CC(CC(C4)C2)C3)c(=O)c2cc(-c3ccc(C#N)cc3)ccc21,Ki,41.9,nM
11467,CHEMBL570683,O=C(c1cc(-c2cccc(Cl)c2Cl)cnc1N1CCCCCC1)N1CCOCC1,EC50,79.43,nM
11483,CHEMBL226591,Cc1ccc(OC(C)(C)C(=O)N[C@@H](C)[C@@H](Cc2ccc(OCCF)cc2)c2cccc(C#N)c2)nc1,IC50,44.0,nM
11484,CHEMBL2152802,CCCCn1cc(C(=O)N[C@@H]2C(C)(C)C3CC[C@]2(C)C3)c(=O)c2ccc(F)cc21,Ki,0.8,nM
11485,CHEMBL550949,CCCn1c(C)c(C(=O)c2ccc(OC)c3ccccc23)c2ccccc21,Ki,97.05,nM
11487,CHEMBL396153,CCOc1ccccc1/N=C1\SCC(C)(C)CN1C(=S)SC,Ki,84.0,nM
11492,CHEMBL1765272,CN1CCOCC1C(=O)N1CC[C@@](O)(c2ccccc2)[C@@H]2CCCC[C@@H]21,IC50,30.0,nM
11494,CHEMBL1760943,O=C(NC(c1cccnc1)C(F)(F)F)c1nc(N2CCOCC2)c2cnccn12,IC50,69.0,nM
11496,CHEMBL1760932,O=C(c1cccc(Cl)c1Cl)c1nc(CN2CCC(F)(F)CC2)c2ccccn12,IC50,0.3,nM
11512,CHEMBL508336,O=C(NC1CCCCC1)c1cc2cccnc2n(Cc2ccc(F)cc2)c1=O,Ki,2.2,nM
11513,CHEMBL446993,O=C(NC1CCCCC1)c1cc2cccnc2n(Cc2ccccc2)c1=O,Ki,31.0,nM
11514,CHEMBL466429,O=C(NCCc1ccc(F)cc1)c1cc2cccnc2n(Cc2ccccc2)c1=O,Ki,69.8,nM
11526,CHEMBL608992,Clc1cccc(-c2ncc(N3CCOCC3)cn2)c1Cl,EC50,50.12,nM
11529,CHEMBL610914,C[C@@H]1CC[C@H](C)N1c1ccc(-c2cccc3cnccc23)nn1,EC50,39.81,nM
11540,CHEMBL440407,CC(C)OCCn1/c(=N/C(=O)c2cccc(C(F)(F)F)c2F)cc(C(C)(C)C)n1C,IC50,2.6,nM
11543,CHEMBL1644734,COc1ccc(F)c(-c2c[nH]c(-c3cccc(CN4CCOCC4)c3)n2)c1,EC50,4.0,nM
11554,CHEMBL258381,CCOc1ccc(Cc2nc3cc([S+]([O-])CC)c(Cl)cc3n2CC2CCOCC2)cc1,EC50,20.0,nM
11555,CHEMBL256781,CCOc1ccc(Cc2nc3cc(S(=O)(=O)CC)ccc3n2CC2CCOCC2)cc1,EC50,4.0,nM
11556,CHEMBL265449,CC(C)(C)c1nc2cc(S(=O)(=O)c3c(Cl)cccc3Cl)ccc2n1CC1CCOCC1,EC50,0.4,nM
11557,CHEMBL404458,CC(C)(C)c1nc2cc(S(=O)(=O)CCO)ccc2n1CC1CCOCC1,EC50,2.5,nM
11565,CHEMBL216837,CCCCCn1cc(C(=O)c2cccc3ccccc23)cc1-c1ccccc1Cl,Ki,5.2,nM
11567,CHEMBL125061,CCCCCCC(C)(C)c1ccc(-c2cc(C)ccc2C(C)C)c(O)c1,Ki,3.0,nM
11568,CHEMBL2206846,CCCCCn1cc(C(=O)c2cccc3cccc(Br)c23)c2ccccc21,Ki,5.4,nM
11577,CHEMBL3353438,CC1CCC(NC(=O)c2cc3cccnc3n(CCCCCCF)c2=O)CC1,Ki,1.46,nM
11578,CHEMBL3353445,C[C@H]1CC[C@H](NC(=O)c2cc3cc(-c4cccs4)cnc3n(Cc3ccc(F)cc3)c2=O)CC1,Ki,65.6,nM
11579,CHEMBL3353449,C[C@H]1CC[C@H](NC(=O)c2cc3cc(-c4ccco4)cnc3n(Cc3ccc(F)cc3)c2=O)CC1,Ki,94.2,nM
11580,CHEMBL3353454,CC1CCC(NC(=O)c2cc3cc(-c4ccco4)cnc3n(CCN3CCOCC3)c2=O)CC1,Ki,0.35,nM
11581,CHEMBL3397517,COc1c(C)cc(-c2ccc(F)cc2)cc1C(=O)NC1CCCCCC1,Ki,60.0,nM
11586,CHEMBL2010901,O=C(c1c(NC(=O)C23CC4CC(CC2C4)C3)sc2c1CCOC2)N1CCOCC1,Ki,91.2,nM
11591,CHEMBL3354397,COC(=O)CCCC(=O)n1c2ccccc2c2nnc(SCc3ccccc3C#N)nc21,EC50,42.0,nM
11614,CHEMBL3397522,CCCCc1cc(-c2ccc(OC)cc2)cc(C(=O)N[C@H]2CC[C@@H](C)CC2)c1OC,Ki,22.0,nM
11626,CHEMBL1224691,CCCCCC1=NN(C(=O)NC(C)(C)c2ccccc2)CC1c1ccccc1,Ki,17.6,nM
11633,CHEMBL3234035,CCCCCCC(C)(C)c1cc(O)c([C@H]2CC(=O)[C@H]3C[C@@H]2C3(C)C)c(OC(=O)/C=C/C(=O)O)c1,Ki,9.0,nM
11634,CHEMBL3234684,O=C(N[C@H](CO)c1ccccc1)c1n[nH]c2c1CCCC[C@H]2Cc1cccc(Cl)c1,EC50,12.0,nM
11635,CHEMBL3235055,O=C(NC1(c2ccccn2)CCC1)C1=NN(c2c[n+]([O-])ccn2)C2C1C[C@@H]1C[C@H]21,EC50,32.0,nM
11636,CHEMBL3234704,CN(C1CCOCC1)C(C)(C)C(=O)Nc1cc(C(C)(C)CO)no1,EC50,56.0,nM
11637,CHEMBL3234694,COc1ccc(C(=O)c2cc3cc(C)n(CCN4CCOCC4)c3s2)cc1,EC50,100.0,nM
11643,CHEMBL392416,CCSC(=S)N1CC(C)(C)CS/C1=N\c1ccccc1C(C)C,Ki,35.0,nM
11644,CHEMBL248137,CCSC(=O)N1CC(C)(C)CS/C1=N\c1ccccc1C(C)C,Ki,48.0,nM
11645,CHEMBL467476,CC1CCC(NC(=O)c2cc3cccnc3n(Cc3ccccc3)c2=O)CC1,Ki,7.8,nM
11646,CHEMBL467680,C[C@H]1CC[C@H](NC(=O)c2cc3cccnc3n(Cc3ccccc3)c2=O)CC1,Ki,39.8,nM
11650,CHEMBL4287703,O=C(CCc1nnc(-c2ccc(F)cc2Br)o1)Nc1ccc2c(c1)c1ccccc1n2CCF,Ki,25.0,nM
11665,CHEMBL499874,CC(C)c1ccc(NC(=O)CCc2nc(-c3ccc(F)cc3Cl)no2)cc1,EC50,10.0,nM
11666,CHEMBL3686337,CN1CCN(C)[C@@H](COc2ccc(C(F)(F)F)cc2C(=O)/N=c2\sc(C(C)(C)C)cn2C[C@H]2CCCO2)C1,Ki,25.0,nM
11675,CHEMBL579193,Cc1ccc(C(=O)NC2C(C)(C)[C@@H]3CC[C@@]2(C)C3)cc1CN1CCOCC1,EC50,42.0,nM
11677,CHEMBL567942,CCC1(C(=O)Nc2cc(CN3CCOCC3)c(C)cn2)CCCCC1,Ki,7.0,nM
11678,CHEMBL4643391,CCCCn1c(=O)c(C(=O)NC23CC4CC(CC(C4)C2)C3)c(O)c2nn(CCO)cc21,Ki,18.4,nM
11683,CHEMBL4640400,CCCCCc1cc(OCC)cc(OCCCCCCCCCCC(=O)NC2CC2)c1,Ki,6.7,nM
11684,CHEMBL4648254,CCCCCc1cc(OCCCC)cc(OCCCCCCCCCCC(=O)NC2CC2)c1,Ki,21.5,nM
11688,CHEMBL4644215,CCCCCc1cc(OC)cc(OCCCCCCCCCCC(=O)NC2CC2)c1,Ki,1.2,nM
11706,CHEMBL81708,CCCCCOc1cc(/C=C/C(=O)N[C@@H](Cc2ccccc2)C(=O)OC)ccc1OC,Ki,86.0,nM
11710,CHEMBL499059,CC(C)(C)c1ncc(NC(=O)CCc2nc(-c3ccc(F)cc3Cl)no2)cn1,EC50,5.4,nM
11713,CHEMBL294591,COc1cccc2c(C(=O)NC3C(C)(C)[C@@H]4CC[C@@]3(C)C4)nn(CCN3CCOCC3)c12,Ki,2.0,nM
11716,CHEMBL432750,COc1cccc2c(C(=O)N[C@@H]3C4(C)CCC(C4)C3(C)C)c(C)n(CCN3CCOCC3)c12,Ki,41.0,nM
11717,CHEMBL309868,COC(=O)[C@H](Cc1cccc(Cl)c1)NC(=O)c1c(C)n(CCN2CCOCC2)c2c(OC)cccc12,Ki,31.0,nM
11723,CHEMBL2204896,COCCNC(=O)c1c(NC(=O)c2ccccc2OC(F)(F)F)sc2c1CCC(F)(F)C2,EC50,63.0,nM
11724,CHEMBL2205581,COCCNC(=O)c1c(NC(=O)CC(C)(C)C)sc2c1C(C)(C)CC2,EC50,5.9,nM
11725,CHEMBL2204905,CC(C)(C)CC(=O)Nc1sc2c(c1C(=O)N1CCC(F)(F)CC1)CCCC2,EC50,4.7,nM
11726,CHEMBL2205599,COCCNC(=O)c1c(NC(=O)C2CCCC2)sc2c1CCCC2,EC50,71.0,nM
11732,CHEMBL376028,CCCCCn1cc(C(=O)c2cccc3ccccc23)cc1-c1cccc2ccccc12,Ki,49.0,nM
11735,CHEMBL426107,CCCCCn1cc(C(=O)NC(C)c2ccccc2)c(=O)c2ccccc21,Ki,70.8,nM
11762,CHEMBL2316404,COc1ccc(NC(=O)c2ccnc3ccccc23)c(C(=O)NCC2CCC2)n1,IC50,100.0,nM
11774,CHEMBL1762291,CN(C)c1ccc(C(=O)N2CCCN(C(=O)Nc3ccc(C(C)(C)C)cc3)CC2)cc1,EC50,49.0,nM
11781,CHEMBL2018664,CC(C)(NC(=O)c1cc2c(n(CC3CCCCC3)c1=O)CCCCCC2)C(=O)N1CCC(O)CC1,Ki,1.1,nM
11782,CHEMBL2018781,CC(C)(NC(=O)c1cc2c(n(CC3CCCCC3)c1=O)CCCCCC2)C(=O)NNS(C)(=O)=O,Ki,7.3,nM
11791,CHEMBL3781953,COc1ccc2c(c1)OC(C)(C)c1cn(CCN3CCN(C(=O)c4cccs4)CC3)nc1-2,Ki,15.4,nM
11793,CHEMBL3780792,CC1(C)[C@@H]2CC[C@]1(C)[C@H](NC(=O)c1nn(-c3ccc(Cl)cc3Cl)c3c1Cc1cc(C4CC4)ccc1-3)C2,IC50,26.9,nM
11804,CHEMBL3781131,CC1(C)C2CC[C@@](C)(C2)C1NC(=O)c1nn(-c2ccc(Cl)cc2Cl)c2c1Cc1cc(C3CC3)ccc1-2,IC50,80.4,nM
11828,CHEMBL1800732,C#CCCCC(=O)OCC(CO)OCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC,Ki,84.9,nM
11833,CHEMBL567731,CCC1(C(=O)Nc2cc(CN3CCOCC3)c(C)cn2)CCCC1,Ki,13.0,nM
11843,CHEMBL600801,CCCCCCC(C)(C)c1cc(C#N)c2c(c1)OC(C)(C)[C@@H]1CCC(C)=C[C@@H]21,Ki,5.3,nM
11856,CHEMBL514565,O=C(N/N=C1\C(=O)N(CC2CCCCC2)c2ccccc21)c1ccccc1,EC50,9.8,nM
11877,CHEMBL4066866,CCCCCn1cc(C(=O)CC23CC4CC(CC(C4)C2)C3)c2ccccc21,EC50,29.0,nM
11889,CHEMBL3409322,COc1ccc2c(c1)c(CCN1CCOCC1)c(C)n2C(=O)c1ccc(Cl)cc1Cl,Ki,3.9,nM
11890,CHEMBL3397448,COc1c(C)cc(-c2ccccc2)cc1C(=O)NC1CCCCCC1,Ki,100.0,nM
11908,CHEMBL4061179,CCCCCn1cc(-c2cn(C34CC5CC(CC(C5)C3)C4)nn2)c(=O)c2cc(-c3ccco3)ccc21,Ki,1.2,nM
11910,CHEMBL3775264,CCCCCn1cc(C(=O)NC23CC4CC(C)(CC(C)(C4)C2)C3)c(=O)n2ncnc12,EC50,88.0,nM
11915,CHEMBL5074603,CC1(C)Oc2cc(C3(CCCCCCCN=C=S)CCCC3)cc(O)c2[C@@H]2C[C@H](CO)CC[C@H]21,EC50,0.39,nM
11920,CHEMBL5169682,CCCCn1nc(C(=O)N[C@H](C(N)=O)C(C)(C)C)c2ccccc21,Ki,0.912,nM
11922,CHEMBL5208741,CCCCn1cc(C(=O)N[C@H](C(N)=O)C(C)C)c2ccccc21,EC50,28.0,nM
11924,CHEMBL4476642,CCCCCn1cc(C(=O)N[C@H](C(N)=O)C(C)(C)C)c2cccnc21,EC50,22.39,nM
11948,CHEMBL2152823,CCCCCn1cc(C(=O)NC(CC)CO)c(=O)c2ccc(Sc3ccccc3)cc21,Ki,19.9,nM
11959,CHEMBL3950068,CCC(CC)(NC(=O)c1ccc(C(F)(F)F)c(OCC2CC2)n1)C(=O)N1CC(F)(F)C1,EC50,3.1,nM
11960,CHEMBL3941296,Cc1nc([C@](C)(CC2CC2)NC(=O)c2ccc(C3CC3)c(OCC3CC3)n2)no1,EC50,1.5,nM
11961,CHEMBL3941719,CC(C)(C)NC(=O)c1ccc(N2CC(F)(F)C2)c(OCC2CC2)n1,EC50,6.9,nM
11962,CHEMBL3951612,CC(C)CN(NC(=O)c1ccc(C2CC2)c(OC(C)C(F)(F)F)n1)C(N)=O,EC50,53.4,nM
11987,CHEMBL250768,O=C(NC1CCCCCC1)c1cn(Cc2ccccc2)c2ccccc2c1=O,Ki,6.4,nM
11988,CHEMBL400268,CN(C)c1ccc2c(=O)c(C(=O)NC3CCCCC3)cn(CCN3CCOCC3)c2n1,Ki,94.0,nM
11989,CHEMBL253265,Cc1ccc(C(=O)N2CCCC3CCCCC32)cc1S(=O)(=O)N1CCCCC1,EC50,6.0,nM
11996,CHEMBL403628,CC(C)(C)CNC(=O)c1ccc(Br)c(S(=O)(=O)N2CCCCC2)c1,Ki,100.0,nM
12009,CHEMBL1223835,CCCCCN1N=C(C(=O)N[C@H]2C[C@H]3CC[C@]2(C)C3(C)C)CC1c1ccccc1F,Ki,9.1,nM
12012,CHEMBL564066,CCCCCn1c(C)c(C(=O)c2cccc3ccc(C)cc23)c2ccccc21,Ki,0.4898,nM
12014,CHEMBL512343,CC1=CC[C@@H]2[C@@H](C1)c1c(O)cc(C(C)(C)c3ccccc3C)cc1OC2(C)C,Ki,10.65,nM
12020,CHEMBL1950922,CCS(=O)(=O)c1ccc2c(c1)nc(C(C)(C)C)n2CC1CCN(C=O)CC1,EC50,23.0,nM
12028,CHEMBL4870368,CC(C)(C)NC(=O)c1c2c(nn1-c1ccc(F)cc1F)C1CCC(C2)O1,EC50,5.0,nM
12029,CHEMBL4851858,CC(C)(C)NC(=O)c1c2c(nn1-c1c[n+]([O-])ccn1)C1CCC(C2)O1,EC50,5.0,nM
12037,CHEMBL4795720,CCCCCn1nc(C(=O)NC(C)(C)CO)cc1C(C)(C)C,EC50,2.9,nM
12038,CHEMBL4777478,CCCCCn1nc(C(=O)NC(C)(C)c2ccc(Cl)cc2)cc1C(C)(C)C,EC50,57.0,nM
12039,CHEMBL4786828,CCCCCn1nc(C(=O)N[C@H](C(=O)OC)C(C)C)cc1C(C)(C)C,EC50,7.2,nM
12040,CHEMBL4790905,CCCCCn1nc(C(=O)NC(C)(C)CO)cc1C(C)C,EC50,38.5,nM
12041,CHEMBL4796229,CCCCCn1nc(C(=O)NC(C)(C)CO)c(Br)c1C(C)(C)C,EC50,2.0,nM
12043,CHEMBL4789723,CCCCn1nc(C(=O)NC(C)(C)CO)cc1C(C)(C)C,EC50,10.1,nM
12053,CHEMBL391380,COC(=O)C(C)(C)c1ccc(-c2cc(C)cc(C)c2)c(O)c1,Ki,16.0,nM
12056,CHEMBL232116,CSC(=S)N1CC2(CCCCC2)CS/C1=N\c1cccc2c1CCCC2,Ki,0.2,nM
12057,CHEMBL231721,COc1ccccc1/N=C1\SCC2(CCCCC2)CN1C(=S)SC,Ki,1.1,nM
12058,CHEMBL392841,CSC(=S)N1CC2(CCCCC2)CS/C1=N\c1ccc(C(C)C)cc1,Ki,23.0,nM
12059,CHEMBL443842,CSC(=S)N1CC2(CCCCC2)CS/C1=N\c1ccccc1C(C)C,Ki,0.8,nM
12062,CHEMBL1760936,O=C(NC(C1CC1)C1CC1)c1nc(C2CC2)n2ccccc12,IC50,7.0,nM
12063,CHEMBL1760941,C[C@@H](NC(=O)c1nc(N2CCC(F)(F)CC2)c2cnccn12)C(C)(C)C,IC50,36.0,nM
12079,CHEMBL258539,O=C(c1cc2c(cc1F)O[C@](c1ccc(F)cc1)(c1ccc(Cl)cc1Cl)O2)N1CCOCC1,Ki,3.0,nM
12088,CHEMBL1762294,CC(C)(C)c1cc(NC(=O)N2CCCN(C(=O)C3CCOCC3)CC2)on1,EC50,26.0,nM
12093,CHEMBL2018655,COC(=O)C(C)(C)NC(=O)c1cc2c(n(CC3CCCCC3)c1=O)CCCCCC2,Ki,0.3,nM
12094,CHEMBL2018661,CN(C)CCNC(=O)C(C)(C)NC(=O)c1cc2c(n(CC3CCCCC3)c1=O)CCCCCC2,Ki,81.0,nM
12099,CHEMBL3092883,COc1ccccc1-c1nc2c(N3CCN(C)CC3)nc(C)nc2n1C1CCOCC1,EC50,97.4,nM
12113,CHEMBL5092703,CC1(C)Oc2cc(C3(CCCCCCN=C=S)CCCC3)cc(O)c2[C@@H]2C[C@H](CO)CC[C@H]21,Ki,1.3,nM
12134,CHEMBL1270885,O=S(=O)(c1cc2ccccc2n1S(=O)(=O)c1ccccc1F)N1CCC(CNS(=O)(=O)C(F)(F)F)CC1,Ki,0.38,nM
12151,CHEMBL477994,CC(CCc1nc(-c2ccc(F)cc2Cl)no1)Nc1cnc2ccccc2c1,EC50,15.0,nM
12152,CHEMBL467392,Clc1ccc(-c2noc(C3CCN(c4cnc5ccccc5c4)CC3)n2)c(Cl)c1,EC50,80.0,nM
12153,CHEMBL1835214,CC(C)CN1C(=O)CN(Cc2ccc(-c3cccc(CN4CCCC(F)C4)n3)cc2)C1=O,EC50,0.3981,nM
12154,CHEMBL1835136,CC(C)CN1C(=O)CN(Cc2ccc(-c3cccc(CN4CCCC(C)C4)n3)cc2)C1=O,EC50,12.59,nM
12155,CHEMBL1835130,CCCN1C(=O)CN(Cc2ccc(-c3ccc(F)c(CN4CCCCC4)n3)cc2)C1=O,EC50,0.7943,nM
12156,CHEMBL1835126,O=C1CN(Cc2ccc(-c3cccc(CN4CCCCC4)n3)cc2)C(=O)N1CC1CC1,EC50,3.162,nM
12157,CHEMBL3353885,CC(C)(C)c1cc(NC(=O)[C@@H]2CCC(=O)N2c2ccc(C(F)(F)F)cn2)on1,EC50,0.19,nM
12158,CHEMBL3353867,CC(C)(C)c1cc(NC(=O)[C@@H]2CCCN2CC2CC2)no1,EC50,7.7,nM
12161,CHEMBL5200844,CCCCCC[Si](C)(C)c1cc(O)c2c(c1)OC(C)(C)[C@@H]1CCC(C)=C[C@@H]21,Ki,7.41,nM
12162,CHEMBL5178491,CCCC[Si](C)(C)c1cc(O)c2c(c1)OC(C)(C)[C@@H]1CC=C(CO)C[C@@H]21,Ki,0.65,nM
12163,CHEMBL5187099,CCCCCC[Si](C)(C)c1cc(O)c2c(c1)OC(C)(C)[C@@H]1CC=C(CO)C[C@@H]21,Ki,0.97,nM
12166,CHEMBL5204014,CCCCCC[Si](C)(C)c1cc(O)c(C2CCCCCC2)c(O)c1,Ki,6.53,nM
12170,CHEMBL5208097,CC(C)(C)c1cc(NC(=O)N2CCCN2c2ccc(C(F)(F)F)cc2)on1,EC50,75.15,nM
12182,CHEMBL4787118,CCCCCn1nc(C(=O)NC(C)(C)C)cc1C(C)(C)C,EC50,12.0,nM
12206,CHEMBL480578,CSC(=S)N1CC2(CCCCC2)CO/C1=N\c1cccc2c1CCCC2,Ki,1.0,nM
12207,CHEMBL3650136,CCCCn1/c(=N/C(=O)c2cc(C(F)(F)F)ccc2NNC(=O)c2ccncc2)cc(C(C)(C)C)n1C,Ki,0.7,nM
12208,CHEMBL3650105,CCCCn1nc(C(C)(C)C)s/c1=N\C(=O)c1cc(C(F)(F)F)ccc1ON=C(C)C,Ki,12.0,nM
12224,CHEMBL257020,Cn1c(C(C)(C)C)c/c(=N\C(=O)c2cccc(C(F)(F)F)c2)n1CC1CC1,IC50,51.0,nM
12238,CHEMBL3945091,CC(C)C[C@H](NC(=O)c1cnc(N2CC(F)(F)C2)c(OCC2CC2)n1)C(=O)N(C)C,EC50,13.6,nM
12240,CHEMBL3948481,Cc1nc(C(C)(CC2CC2)NC(=O)c2cnc(N3CC(F)(F)C3)c(OCC3CC3)n2)no1,EC50,14.6,nM
12242,CHEMBL4111892,Cc1nc([C@@](C)(CC2CC2)NC(=O)c2cnc(N3CC(F)(F)C3)c(OCC3CC3)n2)no1,EC50,4.0,nM
12243,CHEMBL3986841,NC(=O)CC1(NC(=O)c2cnc(C3CC3)c(OCC3CC3)n2)COC1,EC50,14.6,nM
12244,CHEMBL3904211,Cc1nc([C@@](C)(NC(=O)c2cnc(N3CC(F)(F)C3)c(OCC3CC3)n2)C2CC2)no1,EC50,23.7,nM
12262,CHEMBL3908287,Cc1nc(C2(NC(=O)c3cnc(C4CC4)c(OCC4CC4)n3)CCC2)no1,EC50,85.2,nM
12263,CHEMBL3902735,CC(C)(C)C(CO)NC(=O)c1cnc(C2CC2)c(OCC2CC2)n1,EC50,53.5,nM
12264,CHEMBL3973703,Cc1nc([C@H](CC2CC2)NC(=O)c2cnc(N3CC(F)(F)C3)c(OCC3CC3)n2)no1,EC50,28.4,nM
12266,CHEMBL3890139,NC(=O)[C@H](CC1CC1)NC(=O)c1cnc(C2CC2)c(OCC2CC2)n1,EC50,43.5,nM
12267,CHEMBL3936193,Cc1nc(C(C)(C)NC(=O)c2cnc(C3CC3)c(OCC3CC3)n2)no1,EC50,51.4,nM
12268,CHEMBL3901880,CNC(=O)C(CC1CCC1)NC(=O)c1cnc(C2CC2)c(OCC2CC2)n1,EC50,59.3,nM
12270,CHEMBL593838,N#CC1(CNS(=O)(=O)C(F)(F)F)CCN(S(=O)(=O)c2ccc(Cl)cc2S(=O)(=O)c2ccccc2F)CC1,Ki,37.5,nM
12275,CHEMBL572613,Cc1c(C(=O)Nc2ccc(Cl)cc2)nn(-c2ccc(Cl)cc2Cl)c1-n1cccc1,Ki,80.0,nM
12287,CHEMBL3918340,CC(C)C[C@H](NC(=O)c1ccc(C2CC2)c(Oc2ccc(F)cc2)n1)C(N)=O,EC50,52.2,nM
12288,CHEMBL3953313,CNC(=O)[C@H](CC(C)(C)C)NC(=O)c1cccc(-c2cccc(Cl)c2)n1,EC50,99.4,nM
12289,CHEMBL4107012,CNC(=O)[C@@H](NC(=O)c1cccc(-c2cccc(C(F)(F)F)c2)n1)C(C)(C)C,EC50,53.7,nM
12290,CHEMBL4114604,O=C(N[C@H](c1cccnc1)C(F)(F)F)c1ccc(C2CC2)c(OCC2CC2)n1,EC50,24.1,nM
12291,CHEMBL3977882,Cc1nc(C(NC(=O)c2ccc(C(F)(F)F)c(OCC3CC3)n2)C2CC2)no1,EC50,52.4,nM
12292,CHEMBL4110682,CC(C)C[C@H](C#N)NC(=O)c1ccc(C2CC2)c(OCC2CC2)n1,EC50,5.6,nM
12293,CHEMBL3917911,CCC(CC)(NC(=O)c1ccc(C(F)(F)F)c(OCC2CC2)n1)C(=O)NC,EC50,5.1,nM
12294,CHEMBL3966833,CCOC(=O)C(CC)(CC)NC(=O)c1ccc(Br)c(OCC2CC2)n1,EC50,2.8,nM
12295,CHEMBL3963482,CC(C)CC(C#N)NC(=O)c1ccc(N2CC(F)(F)C2)c(OCC2CC2)n1,EC50,7.9,nM
12296,CHEMBL3943786,CCC(CC)(NC(=O)c1ccc(C2CC2)c(OCC2CC2)n1)C(=O)NCC1CC1,EC50,27.0,nM
